,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
9735,41,blue-collar,married,unknown,0,940.5484735,1,0,unknown,289.4845672,2,-1,0,unknown,0,0,0,0,1,1,0,3075.433935,2852.62361,,11112.44397,1055.514173,25.7041748,34294.96654,,,
10593,42,blue-collar,married,primary,0,284.866673,1,0,unknown,101.3149943,16,-1,0,unknown,0,0,0,0,1,1,0,,,,16995.04361,327.0585491,27.99354637,16995.67172,,,
10633,35,blue-collar,single,primary,0,-711.992031,1,0,cellular,194.6109909,2,-1,0,unknown,0,0,0,0,1,1,0,,1264.251559,,3699.371655,2764.551217,25.26235889,41771.83787,,,
10644,36,blue-collar,divorced,primary,0,65.18725872,1,0,cellular,339.756634,1,-1,0,unknown,0,0,0,0,1,1,0,1683.547856,1542.534252,,16269.014,1123.35506,43.99582004,12637.24743,,,
10645,36,blue-collar,unknown,secondary,0,2284.406451,1,0,cellular,313.9801668,2,-1,0,unknown,0,0,0,0,1,1,0,2538.036998,2341.593438,,20440.82139,785.4682955,22.50133291,16203.39044,,,
10875,24,blue-collar,single,primary,0,1107.949888,1,0,cellular,289.9999007,1,-1,0,unknown,0,0,0,0,1,1,0,,-570.4260521,,9607.153396,3073.466373,33.84575663,55416.9003,,,
1272,24,blue-collar,single,unknown,0,218.4189645,0,1,cellular,142.2912478,2,-1,0,unknown,1,0,0,0,1,1,0,4229.669242,3871.766491,,,3051.19748,17.57255071,44015.93061,,,
955,31,blue-collar,single,unknown,0,809.4192108,0,0,telephone,544.4367506,2,-1,0,unknown,1,0,0,0,1,1,0,1292.007015,,,835.9930919,3070.090857,35.11687529,24512.45019,,,
1491,56,blue-collar,married,unknown,0,3544.613031,0,0,cellular,285.1942182,2,-1,0,unknown,1,0,0,0,1,1,0,2583.530811,,,10722.71404,1632.146774,30.08715993,18044.04152,,,
1672,37,blue-collar,married,secondary,0,1375.398886,0,0,cellular,434.4429877,1,-1,0,unknown,1,0,0,0,1,1,0,1295.666457,,,396.8165673,244.6938472,15.65133318,33171.52453,,,
2113,26,blue-collar,unknown,tertiary,0,,0,0,cellular,420.8275067,1,-1,0,unknown,1,0,0,0,1,1,0,,,,14404.41554,-343.3199393,18.60077022,45690.22681,,,
2217,38,blue-collar,married,secondary,0,2494.858749,0,0,cellular,217.2387194,1,-1,0,unknown,1,0,0,0,1,1,0,2585.815106,2803.501388,,7954.381692,1651.160542,-2.276275787,24442.84718,,,
2776,47,blue-collar,married,secondary,0,936.804304,0,0,cellular,141.4820284,1,-1,0,unknown,1,0,0,0,1,1,0,,,,-4893.231571,1795.349751,23.34370776,26660.81386,,,
4600,52,blue-collar,married,secondary,0,2257.715874,0,0,cellular,454.944474,3,-1,0,unknown,1,0,0,0,1,1,,1314.995552,879.6465098,,8678.6611,1409.785079,,31580.36088,,,
5243,29,blue-collar,single,tertiary,0,505.7578037,0,0,telephone,228.9345294,2,36,1,success,1,0,0,0,1,1,0,2387.599245,,,4129.424661,713.10616,21.60718695,45543.64164,,,
5675,39,blue-collar,unknown,unknown,0,,0,0,cellular,279.6918038,8,326,2,failure,0,0,0,0,1,1,0,1264.864702,895.0360735,,18824.24027,1771.300236,29.34064832,40080.42852,,,
6428,37,blue-collar,single,secondary,0,329.6863523,0,0,unknown,45.2684164,1,-1,0,unknown,0,0,0,0,1,1,0,1304.023413,935.869319,,11747.53894,1798.318229,0.770949451,33840.78579,,,
6473,29,blue-collar,single,secondary,0,,0,0,unknown,229.8186881,3,-1,0,unknown,0,0,0,0,1,1,0,,3266.582189,,8269.130421,2698.076112,14.45866036,19271.51789,,,
6532,57,blue-collar,unknown,unknown,0,,0,0,unknown,48.81409057,11,-1,0,unknown,0,0,0,0,1,1,0,848.7965191,,,9044.312498,,24.34650895,46631.06888,,,
7658,57,blue-collar,married,primary,0,,0,0,unknown,95.63214336,2,-1,0,unknown,0,0,0,0,1,1,0,768.6021417,271.7457067,,-1662.975724,1842.09946,19.14051893,48666.88593,,,
7828,39,blue-collar,single,secondary,0,226.3121585,0,0,cellular,29.71566285,1,365,2,other,0,0,0,0,1,1,0,2006.012695,,,11243.96542,5.4933192,46.96665883,35385.24816,,,
8554,38,blue-collar,married,unknown,0,733.6168999,0,0,unknown,243.128518,1,-1,0,unknown,0,0,0,0,1,1,0,,269.0501398,,9169.929176,735.6551518,3.321415109,18107.04398,,,
8624,37,blue-collar,married,secondary,0,1654.66418,0,0,unknown,339.4332912,2,-1,0,unknown,0,0,0,0,1,1,0,1898.620947,1748.078318,,8153.147167,1496.554381,1.676743033,27103.31607,,,
8657,35,blue-collar,unknown,secondary,0,-461.475215,0,0,unknown,365.4527741,1,-1,0,unknown,0,,0,0,1,1,0,2080.357054,2007.03191,,16219.49723,-68.036207,,11956.64982,,,
9127,42,blue-collar,unknown,primary,0,132.763958,0,0,cellular,113.1848146,2,-1,0,unknown,0,0,0,0,1,1,0,,,,16403.23626,1915.367342,21.6382625,21222.9708,,,
9242,60,blue-collar,married,primary,0,29280.01085,0,0,telephone,114.0223196,2,-1,0,unknown,0,0,0,0,1,1,0,,,,,1407.005378,-6.608339874,42485.27723,,,
9273,48,blue-collar,married,primary,0,3390.345839,0,0,unknown,414.2835292,3,-1,0,unknown,0,0,0,0,1,1,0,3994.439047,4796.943616,,5733.437975,936.3405394,16.10796988,53806.23783,,,
9788,45,blue-collar,unknown,secondary,0,,0,0,cellular,60.73610844,2,-1,0,unknown,0,0,,0,1,1,0,2690.329902,2994.256696,,13058.5324,,-9.652280118,32254.20461,,,
10069,51,blue-collar,married,unknown,0,,0,0,unknown,67.21184756,3,-1,0,unknown,0,0,0,0,,1,0,1903.915485,1970.168244,,,,11.80219061,52707.61123,,,
10122,48,blue-collar,single,primary,0,393.7597557,0,0,unknown,597.9173457,2,-1,0,unknown,0,0,0,0,,1,0,1481.619411,1249.923277,,3099.083056,-196.3072314,,9670.928036,,,
10373,28,blue-collar,married,secondary,0,4383.350242,0,0,cellular,180.8797038,1,-1,0,unknown,0,0,0,0,1,1,0,1869.59542,1804.868849,,4235.450676,173.6686086,26.67509664,-482.5098561,,,
10748,35,blue-collar,married,secondary,0,,0,0,cellular,263.5548361,2,-1,0,unknown,0,0,0,0,,1,0,515.1696685,-74.16856358,,9191.406906,1536.93628,28.73713655,1555.831044,,,
512,31,blue-collar,unknown,secondary,0,,1,1,cellular,944.0197829,4,-1,0,unknown,1,0,0,1,0,1,0,,6258.03443,10609.3172,,,,27416.62517,,,
114,30,blue-collar,unknown,secondary,1,324.8854364,1,0,unknown,424.8746193,1,-1,0,unknown,1,0,0,1,0,1,0,4030.58572,3754.431065,,,,,15768.76122,,,
4908,35,blue-collar,married,unknown,0,,1,0,cellular,528.8067881,1,-1,0,unknown,1,0,0,1,0,1,0,,,10135.34687,,,,17047.10105,,,
5785,34,blue-collar,married,primary,0,523.9363284,1,0,unknown,391.0073663,3,-1,0,unknown,0,0,0,1,0,1,0,4351.640031,,13139.4086,,,,8412.084614,,,
7404,36,blue-collar,married,unknown,0,474.8479021,1,0,unknown,110.9632928,3,-1,0,unknown,0,0,0,1,0,1,0,,1140.950294,9369.92368,,,,14240.85961,,,
7849,28,blue-collar,married,secondary,0,1047.656921,1,0,unknown,472.9325978,1,-1,0,unknown,0,0,0,1,0,1,0,4261.929821,3950.783481,10710.14871,,,,27562.54198,,,
2829,38,blue-collar,single,secondary,0,36.57925792,0,0,cellular,315.0641026,1,75,3,failure,1,0,0,1,0,1,0,980.1674216,510.3918141,10405.4161,,,,23858.53107,,,
8095,52,blue-collar,married,secondary,0,416.6286443,0,0,cellular,367.9695665,2,-1,0,unknown,0,0,0,1,0,1,0,966.3742794,,8042.991415,,,,46126.73538,,,
9707,44,blue-collar,unknown,primary,0,23.63582317,1,1,cellular,59.58450869,2,116,3,other,0,,0,0,0,1,0,2520.85524,2518.172551,,,,,54452.279,,,
5812,32,blue-collar,single,primary,0,1475.680461,1,0,cellular,125.2889278,1,-1,0,unknown,0,0,0,0,0,1,0,2823.985814,2643.705985,,,,,15332.29522,,,
6302,51,blue-collar,unknown,secondary,0,,1,0,cellular,51.85688704,8,-1,0,unknown,0,0,0,0,0,1,0,578.3782827,321.8038543,,,,,51223.5173,,,
8105,48,blue-collar,unknown,primary,0,5490.565611,1,0,unknown,281.7076757,3,-1,0,unknown,0,0,0,0,0,1,0,4875.845246,4770.629653,,,,,9016.1252,,,
8326,37,blue-collar,married,unknown,0,259.1987578,1,0,unknown,613.0638421,7,-1,0,unknown,0,0,0,0,0,1,0,4134.738562,3935.52862,,,,,33193.6318,,,
9533,29,blue-collar,married,primary,0,-339.4770846,1,0,cellular,55.89678189,2,-1,0,unknown,0,0,0,0,0,1,0,3097.422342,2914.389314,,,,,32068.61534,,,
10747,32,blue-collar,married,unknown,0,5034.156042,1,0,unknown,225.5588521,2,-1,0,unknown,0,0,0,0,0,1,0,,,,,,,36912.43477,,,
5700,26,blue-collar,single,secondary,0,,0,1,cellular,416.4651319,2,-1,0,unknown,0,0,0,0,0,1,0,3005.158146,2618.221486,,,,,34455.39899,,,
10584,27,blue-collar,single,secondary,0,198.5451585,0,1,cellular,384.232173,1,-1,0,unknown,0,0,0,0,0,1,,3828.946084,3592.186979,,,,,30845.15592,,,
649,53,blue-collar,married,unknown,0,295.5313733,0,0,cellular,762.1950461,4,-1,0,unknown,1,0,0,0,0,1,0,2138.878347,,,,,,33598.07248,,,
4105,32,blue-collar,married,unknown,0,244.9947777,0,0,cellular,229.3319253,1,188,3,success,1,0,,0,0,1,0,1729.279674,1724.275061,,,,,60065.64906,,,
5784,42,blue-collar,married,secondary,0,315.9977864,0,0,unknown,340.0704917,1,-1,0,unknown,0,0,0,0,0,1,0,1108.998855,785.6209467,,,,,19391.73364,,,
9018,50,blue-collar,married,primary,0,166.2088165,0,0,cellular,479.8166378,2,-1,0,unknown,0,0,0,0,0,1,0,984.118768,614.5224043,,,,,41683.88743,,,
9143,47,blue-collar,married,secondary,0,,0,0,unknown,277.7811496,1,-1,0,unknown,0,0,0,,0,1,0,1451.714373,1218.729659,,,,,44010.32914,,,
10427,49,blue-collar,married,unknown,0,168.895529,0,0,cellular,304.9565742,1,-1,0,unknown,0,0,0,0,0,1,0,,-830.7144441,,,,,62159.7887,,,
1016,43,blue-collar,married,secondary,0,,1,1,cellular,1266.887904,2,122,2,other,1,0,0,,1,0,0,3027.459856,,15704.58446,,-1000.833994,39.72115194,,,,
2047,35,blue-collar,unknown,secondary,0,304.018809,1,1,cellular,1324.626973,7,312,1,failure,1,0,0,1,1,0,0,4761.262894,,4082.833995,4167.617555,1877.12639,-14.74223806,,,,
4771,21,blue-collar,married,primary,0,-106.8595158,1,1,cellular,467.5243443,1,361,3,failure,1,0,0,1,1,0,0,541.5233301,,5806.719539,,3318.726713,26.7447177,,,,
5027,26,blue-collar,married,secondary,0,,1,1,cellular,1171.791254,3,-1,0,unknown,1,0,0,1,1,0,0,2791.700585,,15152.62284,14232.94761,373.7828691,33.59579889,,,,
7785,49,blue-collar,divorced,primary,0,24.85512652,1,1,unknown,402.701193,1,-1,0,unknown,0,0,0,1,,0,0,4036.03766,3390.385812,18696.13937,7359.236079,,,,,,
9106,42,blue-collar,married,secondary,0,,1,1,unknown,212.2833797,1,-1,0,unknown,0,0,0,,1,0,0,3059.457598,2879.283053,14534.20089,5147.762749,,11.25887288,,,,
10130,35,blue-collar,married,secondary,0,-626.0955421,1,1,cellular,534.2278121,3,-1,0,unknown,0,0,0,1,,0,,3828.406948,3295.307895,12881.18395,11651.08819,2874.624566,41.91521714,,,,
10205,60,blue-collar,married,primary,0,10.79640367,1,1,cellular,802.4859947,4,178,3,failure,0,0,0,1,1,0,0,,3603.055317,,18592.0106,272.7994815,,,,,
10762,38,blue-collar,married,unknown,0,314.4211703,1,1,unknown,118.7884325,2,-1,0,unknown,0,0,0,1,1,0,0,5524.326372,4290.271682,8092.1065,6250.432427,2831.013566,2.519183107,,,,
133,31,blue-collar,unknown,secondary,0,2945.608323,1,0,unknown,1434.01511,2,-1,0,unknown,1,0,0,1,1,0,0,3361.094566,3178.185498,10023.32051,8849.843226,2630.741103,35.98281384,,,,
545,25,blue-collar,unknown,unknown,0,-202.5597005,1,0,cellular,623.6894209,1,-1,0,unknown,1,0,0,1,1,0,0,4308.485063,4097.738392,6552.14127,8674.926454,1309.331677,13.16316659,,,,
1135,48,blue-collar,single,primary,0,,1,0,cellular,1464.582961,2,-1,0,unknown,1,0,0,1,1,0,0,3345.521961,,8626.961732,19108.62737,,,,,,
1172,43,blue-collar,married,secondary,0,988.371407,1,0,cellular,791.41105,2,-1,0,unknown,1,0,0,1,1,0,,3210.349749,3133.098662,20815.68642,6654.585367,1890.853728,12.09811539,,,,
1670,42,blue-collar,married,primary,0,227.3067928,1,0,cellular,873.2843808,1,85,2,failure,1,0,0,,1,0,0,3461.376605,3311.221416,5170.013905,12205.89273,213.0967448,20.08295396,,,,
1915,36,blue-collar,married,primary,0,410.9318561,1,0,cellular,794.1041053,2,301,1,failure,1,0,0,1,1,0,0,2733.227369,2502.922964,14002.35113,9051.006375,492.6249766,18.26373076,,,,
2014,34,blue-collar,married,secondary,0,28.31596534,1,0,cellular,310.7497797,5,-1,0,unknown,1,0,0,1,1,0,0,868.8764887,701.4915537,10963.10818,5215.310566,959.8315046,35.70276142,,,,
2035,51,blue-collar,married,unknown,0,145.5292452,1,0,cellular,662.6973985,2,-1,0,unknown,1,0,0,1,1,0,0,,-730.0090557,7782.457707,6368.367202,-447.6764199,1.37908105,,,,
5018,33,blue-collar,divorced,secondary,0,3578.384535,1,0,unknown,790.7618248,2,-1,0,unknown,1,0,0,1,1,0,0,3057.833345,2821.888166,5394.972766,7106.352625,953.0441965,28.85388968,,,,
5460,28,blue-collar,single,tertiary,0,,1,0,cellular,77.53742114,2,14,1,failure,0,0,0,1,1,0,0,,5233.250805,10634.50202,3181.564003,1095.733224,-2.24108837,,,,
5813,28,blue-collar,single,secondary,0,83.73868116,1,0,cellular,125.7613528,1,-1,0,unknown,0,0,,1,1,0,0,4458.235968,,14795.10311,17131.1946,555.1373868,44.19981995,,,,
6020,29,blue-collar,married,unknown,0,,1,0,unknown,271.0130625,2,-1,0,unknown,0,0,0,1,1,0,0,2264.86857,,10571.4891,,114.6703611,9.334362937,,,,
6494,38,blue-collar,married,secondary,0,,1,0,unknown,61.54935214,1,-1,0,unknown,0,0,0,1,1,0,0,2451.018159,2241.029484,10320.55431,13375.52889,1304.104396,11.05575958,,,,
6686,29,blue-collar,married,secondary,0,220.6263889,1,0,cellular,251.6035084,5,-1,0,unknown,0,0,0,1,1,0,0,-1438.054655,,12307.40017,13779.15858,,-9.555708398,,,,
6697,43,blue-collar,married,primary,0,-154.654111,1,0,cellular,349.2888755,1,337,3,failure,0,0,0,1,1,0,0,4132.966358,3863.025639,5427.324179,8680.089531,-1262.305972,26.37333275,,,,
6725,38,blue-collar,married,unknown,0,70.05568477,1,0,cellular,501.1487871,2,267,1,failure,0,0,,1,1,0,0,4626.511527,4419.793008,14777.25862,1008.691988,1950.748452,12.45375702,,,,
6755,27,blue-collar,single,secondary,0,275.2587259,1,0,cellular,171.1269648,4,-1,0,unknown,0,0,0,1,1,0,0,,1828.340039,9903.792256,2242.809063,783.8773253,19.97081556,,,,
6989,41,blue-collar,married,secondary,0,2007.306797,1,0,unknown,166.3072498,4,-1,0,unknown,0,0,0,1,1,0,0,2096.717469,1988.899811,10653.07224,-2975.317802,1488.81749,18.98266348,,,,
7010,35,blue-collar,unknown,primary,0,33.70973193,1,0,unknown,158.8364616,1,-1,0,unknown,0,0,0,1,,0,0,3170.132266,3042.888096,8810.179441,5221.177629,2187.352427,14.06082062,,,,
7663,27,blue-collar,married,unknown,0,140.5615117,1,0,unknown,159.5877104,5,-1,0,unknown,0,0,0,1,1,0,0,3095.582498,2899.789603,,8109.903589,,27.76833093,,,,
8028,46,blue-collar,single,primary,0,141.0800554,1,0,cellular,218.2497041,1,-1,0,unknown,0,0,0,1,1,0,0,,,8982.605568,14722.1708,1718.212788,,,,,
8371,40,blue-collar,married,primary,0,96.00048654,1,0,unknown,233.9209727,1,-1,0,unknown,0,0,0,1,1,0,0,3963.44281,,,14276.09073,,4.157268137,,,,
8452,39,blue-collar,single,secondary,0,239.7280307,1,0,unknown,79.08364792,1,-1,0,unknown,0,0,0,1,1,0,0,5284.473925,5125.033733,8047.043583,14503.71187,3662.423155,23.1648398,,,,
8547,45,blue-collar,married,unknown,0,232.47626,1,0,cellular,162.0168763,5,176,1,other,0,0,0,1,1,0,0,,2579.939598,9650.949561,11650.13226,1118.392079,8.050941825,,,,
8651,32,blue-collar,single,secondary,0,5290.936198,1,0,cellular,271.5146853,2,183,2,failure,0,0,0,1,1,0,0,,1901.059621,4839.94471,1024.271394,1638.973141,62.38878101,,,,
8807,34,blue-collar,married,unknown,0,165.2935353,1,0,cellular,49.31476587,2,-1,0,unknown,0,0,0,1,1,0,0,3231.696188,3054.415868,8685.598001,17661.22414,2154.386886,48.94536061,,,,
9210,47,blue-collar,married,primary,0,365.3954725,1,0,unknown,190.8047922,1,-1,0,unknown,0,0,0,1,1,0,0,1890.789239,1709.586279,18000.07603,18504.33083,448.9436227,5.777322177,,,,
9375,55,blue-collar,unknown,unknown,0,-424.7301218,1,0,unknown,246.7830348,1,-1,0,unknown,0,0,0,1,1,0,0,,4212.939172,11776.2772,6586.486088,617.119921,37.06384215,,,,
9663,34,blue-collar,unknown,secondary,0,,1,0,unknown,354.2056041,1,-1,0,unknown,0,0,0,1,1,,0,4162.162485,,18784.94043,11660.87622,,-6.7721879,,,,
9695,42,blue-collar,married,secondary,0,58.05912762,1,0,cellular,156.9517424,1,-1,0,unknown,0,,0,1,1,0,0,731.8496822,589.9084621,11006.84735,5081.171888,1059.457453,28.55036591,,,,
9740,52,blue-collar,married,secondary,0,5883.953184,1,0,telephone,317.9794431,2,-1,0,unknown,0,0,0,1,1,0,0,4093.488689,3897.435163,12122.30612,,,14.47102193,,,,
10028,41,blue-collar,married,primary,0,979.1086868,1,0,unknown,254.7342414,3,-1,0,unknown,0,0,0,1,1,0,0,707.8110342,575.4000152,7257.901611,12710.37487,620.5340326,29.51468529,,,,
10049,30,blue-collar,married,secondary,0,160.2986763,1,0,unknown,301.9808341,1,-1,0,unknown,0,0,0,1,1,0,0,4491.06645,4279.566567,13783.04076,14488.91552,1538.671644,-4.195207766,,,,
10260,53,blue-collar,divorced,secondary,0,702.6295103,1,0,cellular,354.7519032,2,-1,0,unknown,0,0,0,1,1,,0,1030.266739,,11958.04274,8878.980198,-17.83474463,4.74013341,,,,
10278,37,blue-collar,unknown,secondary,0,32.97897025,1,0,cellular,485.5310334,1,-1,0,unknown,0,0,0,1,1,0,0,2218.139652,1924.877999,17250.93928,,2015.567918,20.00886628,,,,
10481,39,blue-collar,divorced,unknown,0,497.0588945,1,0,cellular,192.1820079,1,-1,0,unknown,0,0,0,1,1,0,0,4303.360811,4119.773829,13910.38768,-8061.048258,324.6996288,-10.002124,,,,
10486,40,blue-collar,married,secondary,0,1967.704416,1,0,cellular,271.0495807,1,-1,0,unknown,0,0,0,1,1,0,0,6022.89965,5812.495269,7194.829822,6573.809218,-71.22815134,,,,,
10788,41,blue-collar,married,secondary,0,5002.333325,1,0,cellular,1117.033866,1,-1,0,unknown,0,0,0,1,1,0,,3185.449236,2832.540691,10678.86203,17048.66943,-130.3640916,20.75065417,,,,
593,37,blue-collar,unknown,secondary,0,5097.004222,0,1,cellular,674.5597587,4,-1,0,unknown,1,0,0,1,1,0,0,2055.588716,1748.362617,12541.33722,7980.844575,145.4924057,15.42571363,,,,
3668,26,blue-collar,single,secondary,0,492.8742652,0,1,cellular,283.8022461,2,-1,0,unknown,1,0,0,1,1,0,0,,4204.229916,11134.64925,5590.433328,581.6459742,26.42770983,,,,
6913,48,blue-collar,married,unknown,0,105.7725207,0,1,telephone,85.72696542,1,-1,0,unknown,0,0,0,1,1,0,0,564.2031144,184.5986988,15417.05827,2872.514531,-61.31102265,57.42478115,,,,
8553,59,blue-collar,married,secondary,0,1413.77911,0,1,unknown,107.6800847,4,-1,0,unknown,0,0,0,1,1,0,0,2091.381635,1788.380555,15923.94337,8265.352024,1782.484786,24.24345446,,,,
10773,31,blue-collar,divorced,secondary,0,1175.768429,0,1,unknown,590.2353869,1,-1,0,unknown,0,0,0,1,1,0,0,2788.852831,2471.49466,5540.967348,921.0506691,,9.923446044,,,,
700,51,blue-collar,married,primary,0,7126.744854,0,0,cellular,1475.198777,7,-1,0,unknown,1,0,0,1,1,0,0,1576.246599,,12193.75255,699.0504013,1173.334063,27.76967201,,,,
1615,59,blue-collar,married,unknown,0,2009.961633,0,0,cellular,212.4555185,1,-1,0,unknown,1,0,,1,,0,0,568.2287997,55.55433663,6198.389246,8658.843617,63.0786481,24.08953534,,,,
2378,28,blue-collar,single,secondary,0,661.6670169,0,0,cellular,342.5418518,2,-1,0,unknown,1,0,0,1,1,0,0,,1732.776519,6699.988465,19896.58186,1921.918541,44.4583348,,,,
2807,27,blue-collar,unknown,secondary,0,3789.428077,0,0,cellular,511.578167,1,183,2,success,1,0,0,1,1,0,0,2002.605372,1912.329204,2399.920611,11853.28565,1637.254792,51.52066332,,,,
3114,30,blue-collar,unknown,secondary,0,2516.201392,0,0,cellular,335.7465712,2,-1,0,unknown,1,0,0,1,1,0,0,1625.314255,1621.789963,14946.76852,3071.780582,2618.974366,40.14414642,,,,
3338,35,blue-collar,married,secondary,0,,0,0,cellular,456.8867855,1,181,3,success,1,0,0,1,1,0,0,2155.495098,,16634.10092,9356.990392,775.1790859,-3.298574451,,,,
5177,39,blue-collar,married,primary,0,,0,0,unknown,806.9093908,1,-1,0,unknown,1,0,0,1,1,0,0,3692.284884,,11265.61914,549.4443466,1358.916712,24.1661139,,,,
7389,46,blue-collar,married,unknown,0,,0,0,unknown,179.2922684,1,-1,0,unknown,0,0,0,1,1,0,0,250.2577398,,,10378.0813,1111.881566,35.34267758,,,,
7928,35,blue-collar,unknown,primary,0,11.68168803,0,0,cellular,77.44242894,4,-1,0,unknown,0,0,0,1,1,0,0,2714.104393,2932.204897,,11689.85419,,11.19042764,,,,
8149,36,blue-collar,single,unknown,0,,0,0,cellular,211.3102588,1,91,11,failure,0,0,0,1,1,0,0,931.4477901,504.4113662,11985.90464,,706.2232149,-3.71553067,,,,
9186,34,blue-collar,married,unknown,0,17728.57747,0,0,cellular,602.8138853,1,-1,0,unknown,0,0,0,1,1,0,0,,1373.235355,11824.06811,10032.8426,497.2148355,46.13843126,,,,
9323,41,blue-collar,unknown,secondary,0,1464.966721,0,0,unknown,98.65250175,1,-1,0,unknown,0,0,0,1,1,0,0,2020.197259,1898.473067,17053.28371,-2287.646495,,26.88757492,,,,
9981,49,blue-collar,divorced,secondary,1,266.6362817,0,0,unknown,322.8164003,2,-1,0,unknown,0,,0,,1,0,0,1684.079013,1490.259269,15813.67337,9433.965239,-840.7451803,17.39752133,,,,
10473,44,blue-collar,unknown,unknown,0,354.2564125,0,0,cellular,206.8761573,4,187,5,other,0,0,0,1,1,0,0,2996.587848,3571.486095,16286.32161,,-58.90695119,3.988857306,,,,
10761,39,blue-collar,married,secondary,0,160.7058398,0,0,unknown,63.61428446,2,-1,0,unknown,0,0,0,1,1,0,0,1038.188396,386.5983137,10373.36215,4297.559142,1114.446559,,,,,
1008,30,blue-collar,married,unknown,0,573.0437614,1,1,cellular,1019.056629,1,177,1,failure,1,0,0,0,1,0,0,5539.458764,4281.905329,,6172.445466,,34.82118444,,,,
1862,56,blue-collar,divorced,primary,0,38.03484544,1,1,cellular,748.8160139,1,-1,0,unknown,1,0,0,0,1,0,0,,4534.075732,,6895.618885,1204.873749,6.818716472,,,,
2013,46,blue-collar,married,primary,0,1165.292307,1,1,cellular,552.1232434,2,353,58,other,1,0,0,0,1,0,0,,-508.7292582,,3578.645654,1744.432351,32.20488774,,,,
2060,27,blue-collar,single,secondary,0,586.8252175,1,1,cellular,370.5434231,1,-1,0,unknown,1,0,0,0,1,0,0,,,,,746.4870798,26.99155935,,,,
4563,56,blue-collar,married,secondary,0,,1,1,cellular,594.8850301,1,181,2,other,1,0,0,0,,0,,7536.024518,5575.45756,,1457.365206,1798.036695,-2.664015395,,,,
5512,34,blue-collar,married,secondary,0,,1,1,cellular,205.745814,2,253,1,failure,0,0,0,0,1,0,0,4835.59526,3961.786208,,-1130.361306,349.2563005,21.6095495,,,,
6898,39,blue-collar,married,unknown,0,130.8859076,1,1,cellular,196.5577372,1,-1,0,unknown,0,0,0,0,1,0,0,2788.586826,2719.03955,,,,36.44769354,,,,
7083,36,blue-collar,married,secondary,0,1891.729035,1,1,cellular,169.4137849,1,181,2,failure,0,0,0,0,1,0,0,2051.433487,2182.543553,,,895.7080409,3.800958103,,,,
7241,31,blue-collar,unknown,unknown,0,618.0181237,1,1,unknown,231.3610799,1,-1,0,unknown,0,0,0,0,1,0,0,8284.411087,5893.939479,,20859.37075,1948.156755,9.654459713,,,,
7843,36,blue-collar,married,unknown,0,,1,1,cellular,106.3259501,1,-1,0,unknown,0,,0,0,1,0,0,,5115.75065,,-1451.740878,2974.310516,12.42520982,,,,
7967,47,blue-collar,married,unknown,0,,1,1,cellular,392.8800787,1,-1,0,unknown,0,0,0,0,,0,0,2688.054044,2511.481639,,11725.28049,1521.536323,17.27885768,,,,
8363,36,blue-collar,married,primary,0,932.554958,1,1,telephone,24.63596408,1,-1,0,unknown,0,0,0,0,1,0,0,8272.293516,,,-517.6823831,1897.31984,40.43048466,,,,
8446,30,blue-collar,married,primary,0,5977.214198,1,1,cellular,455.2957117,1,139,1,failure,0,0,0,0,1,0,0,2151.958938,2204.204206,,,587.7436412,,,,,
8611,29,blue-collar,married,secondary,0,-227.1171244,1,1,cellular,163.305573,2,-1,0,unknown,0,0,0,0,1,0,0,2525.024286,2441.116983,,4545.562137,2056.21069,5.85860066,,,,
8856,40,blue-collar,unknown,primary,0,793.3285903,1,1,unknown,162.8254978,1,-1,0,unknown,0,0,0,0,1,0,,6702.266988,5106.46819,,8594.935219,891.4313281,,,,,
9072,40,blue-collar,married,unknown,0,-286.2772245,1,1,unknown,162.6670933,1,-1,0,unknown,0,0,0,0,1,,,5462.66114,,,9556.61501,1078.264289,30.69295074,,,,
9169,27,blue-collar,married,secondary,0,-303.4815211,1,1,cellular,151.4630185,1,353,2,failure,0,0,0,0,1,0,0,4956.670358,4000.615778,,13615.68425,993.2304995,11.15309946,,,,
9204,36,blue-collar,married,secondary,0,508.9140542,1,1,cellular,176.3481092,2,-1,0,unknown,0,0,0,0,1,0,0,921.4525451,1483.500599,,,,31.17384194,,,,
9252,32,blue-collar,divorced,secondary,0,904.1879681,1,1,unknown,121.3327668,1,-1,0,unknown,0,0,,0,1,,0,,,,7532.911476,128.2027801,5.472764143,,,,
9262,49,blue-collar,married,secondary,0,1190.126556,1,1,cellular,185.3538785,2,281,1,failure,0,0,0,0,1,0,0,7600.657275,5484.278261,,4513.098459,-118.376518,16.95968379,,,,
9611,35,blue-collar,married,primary,1,-1440.710639,1,1,unknown,200.8261344,1,-1,0,unknown,0,0,0,0,1,0,0,3960.668451,3322.177151,,398.6216259,2370.419078,11.77560123,,,,
10697,39,blue-collar,married,secondary,0,882.7787493,1,1,cellular,232.8873787,1,-1,0,unknown,0,0,0,0,1,0,0,,3809.118828,,,,,,,,
